age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
74,admin.,married,professional.course,no,yes,no,cellular,nov,fri,665,6,3,2,success,0.30000000000000004,95.527,-46.3,2.105,4691.6
62,admin.,married,university.degree,no,yes,no,cellular,aug,tue,991,5,999,0,success,3.4,94.944,-44.1,6.165,4928.1
67,blue-collar,single,basic.4y,no,unknown,unknown,cellular,nov,wed,1000,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
53,admin.,single,basic.9y,no,no,yes,telephone,nov,thu,318,7,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
49,admin.,married,basic.9y,no,no,no,cellular,nov,wed,1211,5,999,0,success,3.1,95.494,-44.4,6.059,4891.0
39,admin.,single,basic.9y,no,yes,no,cellular,nov,wed,518,6,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.481,4799.1
62,admin.,married,university.degree,no,yes,no,cellular,aug,mon,377,6,999,0,success,-0.8999999999999999,93.701,-39.4,2.043,4776.2
83,retired,married,basic.4y,unknown,yes,no,cellular,nov,mon,809,7,999,0,success,0.30000000000000004,95.555,-47.8,1.954,4691.6
49,services,married,high.school,unknown,no,yes,cellular,nov,tue,160,9,999,0,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
47,admin.,married,high.school,no,no,yes,cellular,nov,fri,286,6,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
51,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,475,5,999,0,success,3.4,94.944,-44.1,6.168,4928.1
89,admin.,divorced,basic.4y,no,yes,no,cellular,nov,mon,376,6,999,0,success,0.19999999999999996,95.249,-42.6,1.843,4708.7
60,admin.,married,basic.9y,no,no,no,cellular,may,mon,781,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
56,admin.,married,basic.4y,no,yes,no,cellular,nov,wed,455,6,999,0,success,0.19999999999999996,94.393,-54.2,2.481,4799.1
54,admin.,married,basic.4y,no,no,no,cellular,may,thu,419,7,999,1,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
58,admin.,single,high.school,no,no,no,cellular,nov,thu,496,6,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.527,4799.1
66,admin.,divorced,basic.4y,no,yes,no,cellular,nov,wed,431,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
44,admin.,single,university.degree,no,no,no,cellular,nov,mon,426,5,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.464,4799.1
51,admin.,single,university.degree,no,no,no,cellular,nov,tue,280,7,999,0,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
65,admin.,married,university.degree,no,yes,no,cellular,nov,fri,349,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
64,admin.,married,high.school,unknown,yes,no,cellular,nov,thu,419,5,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
44,admin.,single,university.degree,no,yes,no,cellular,nov,mon,421,6,999,1,success,0.30000000000000004,95.555,-47.8,1.92,4691.6
70,admin.,married,basic.9y,no,yes,no,cellular,nov,tue,401,5,999,0,success,-1.4,93.931,-34.9,1.928,4717.5
45,admin.,single,university.degree,no,no,no,cellular,nov,mon,761,5,999,0,success,3.4,94.944,-44.1,6.165,4928.1
63,admin.,married,university.degree,no,yes,no,cellular,nov,thu,462,6,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
73,admin.,married,high.school,no,yes,no,cellular,nov,mon,323,8,999,0,success,0.19999999999999996,94.869,-42.8,1.835,4708.7
49,admin.,single,university.degree,no,no,no,cellular,nov,wed,494,5,999,0,success,3.4,95.418,-50.7,6.163,4928.1
52,admin.,married,basic.4y,unknown,yes,no,cellular,nov,wed,385,7,999,0,success,3.1,95.494,-44.4,6.059,4891.0
43,admin.,single,university.degree,no,no,yes,cellular,nov,thu,287,5,999,0,success,3.4,95.418,-50.7,6.163,4928.1
69,admin.,married,university.degree,no,yes,no,cellular,nov,fri,939,6,999,0,success,-1.4,94.149,-38.1,1.916,4717.5
52,admin.,married,basic.9y,no,no,no,cellular,may,tue,259,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
44,admin.,single,professional.course,no,no,no,cellular,nov,fri,829,9,999,0,success,1.9,94.7,-50.0,5.221,4895.8
44,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,305,5,999,0,nonexistent,1.9,94.7,-50.0,5.32,4895.8
51,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,874,6,999,1,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
47,technician,single,professional.course,unknown,unknown,unknown,cellular,nov,fri,251,8,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
61,admin.,married,high.school,no,no,yes,cellular,nov,fri,525,8,999,0,success,3.1,95.494,-44.4,6.057,4891.0
52,admin.,single,university.degree,no,no,yes,cellular,nov,wed,682,9,999,0,success,3.4,95.418,-50.7,6.163,4928.1
49,admin.,married,university.degree,no,no,no,cellular,nov,wed,271,8,999,0,success,-0.8999999999999999,94.463,-48.8,2.444,4776.2
71,admin.,divorced,professional.course,unknown,yes,no,telephone,nov,mon,341,6,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
52,admin.,married,high.school,no,no,no,cellular,nov,wed,1049,6,999,1,failure,-1.4,94.149,-38.1,1.915,4717.5
53,admin.,married,professional.course,no,yes,no,cellular,nov,thu,217,5,999,0,success,0.19999999999999996,94.575,-55.1,2.61,4799.1
44,admin.,single,high.school,no,yes,no,cellular,nov,tue,349,5,999,0,success,1.9,94.7,-50.0,5.353,4895.8
52,admin.,married,basic.9y,no,no,no,cellular,nov,wed,485,6,999,0,success,3.4,95.965,-49.8,6.159,4928.1
44,admin.,single,high.school,no,yes,no,cellular,nov,mon,334,5,999,0,success,0.19999999999999996,94.393,-54.2,2.444,4799.1
63,admin.,married,basic.9y,no,yes,no,cellular,nov,wed,313,8,999,0,nonexistent,3.4,95.418,-50.7,6.163,4928.1
55,admin.,married,university.degree,no,no,no,cellular,nov,thu,597,7,999,0,success,3.4,95.965,-49.8,6.158,4928.1
54,admin.,married,university.degree,no,yes,no,cellular,nov,fri,275,5,999,0,nonexistent,3.1,95.494,-44.4,6.064,4891.0
71,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,1389,5,999,0,success,0.19999999999999996,94.393,-54.2,2.513,4799.1
43,admin.,single,high.school,no,yes,yes,cellular,nov,thu,602,5,999,0,success,0.19999999999999996,94.575,-55.1,2.683,4799.1
75,admin.,married,basic.6y,no,no,no,cellular,nov,mon,262,5,999,0,success,3.4,94.944,-44.1,6.17,4928.1
67,admin.,married,high.school,no,yes,no,cellular,jul,wed,874,6,999,0,success,3.4,95.418,-50.7,6.157,4928.1
67,admin.,married,basic.4y,unknown,yes,no,telephone,nov,thu,406,6,999,0,success,3.4,95.965,-49.8,6.158,4928.1
49,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,1337,5,999,0,success,3.4,95.418,-50.7,6.166,4928.1
55,admin.,divorced,university.degree,no,yes,yes,cellular,nov,wed,237,5,999,0,success,3.4,94.944,-44.1,6.167,4928.1
45,admin.,married,high.school,no,yes,no,cellular,nov,thu,255,6,999,0,success,1.9,94.7,-50.0,5.276,4895.8
67,admin.,divorced,university.degree,no,yes,no,telephone,nov,fri,561,7,999,0,success,3.4,95.965,-49.8,6.159,4928.1
65,admin.,married,professional.course,no,yes,no,cellular,nov,fri,806,5,999,1,success,1.9,94.7,-50.0,5.221,4895.8
67,admin.,married,professional.course,unknown,no,no,cellular,nov,wed,514,5,999,0,success,3.4,94.944,-44.1,6.167,4928.1
58,admin.,divorced,university.degree,unknown,yes,no,telephone,nov,tue,773,8,999,0,success,3.4,95.965,-49.8,6.158,4928.1
49,admin.,married,basic.9y,unknown,yes,no,cellular,nov,thu,194,5,999,1,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
50,management,married,university.degree,no,no,no,cellular,may,thu,1195,7,999,0,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
55,admin.,single,university.degree,no,no,yes,cellular,may,mon,1090,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
54,admin.,single,high.school,no,yes,no,cellular,nov,fri,770,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
61,admin.,single,high.school,no,yes,no,cellular,nov,mon,478,6,999,2,failure,0.8999999999999999,96.267,-58.8,2.248,4663.6
47,admin.,single,university.degree,no,no,no,cellular,apr,wed,318,5,999,0,success,0.19999999999999996,94.575,-55.1,2.615,4799.1
51,admin.,single,professional.course,no,yes,no,cellular,nov,thu,230,7,999,0,success,1.9,94.7,-50.0,5.276,4895.8
57,admin.,married,university.degree,no,yes,no,cellular,nov,thu,410,6,999,0,success,3.4,94.944,-44.1,6.162,4928.1
46,admin.,married,professional.course,no,no,no,cellular,nov,mon,1112,7,999,1,success,0.19999999999999996,94.575,-55.1,2.666,4799.1
52,admin.,married,university.degree,no,no,no,cellular,nov,tue,476,10,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
48,admin.,single,high.school,unknown,yes,no,telephone,nov,mon,224,9,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
51,admin.,married,high.school,no,no,no,cellular,nov,tue,2543,5,999,0,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
88,admin.,divorced,basic.4y,no,yes,no,cellular,nov,mon,349,6,999,3,failure,-1.4,93.931,-34.9,1.931,4717.5
62,admin.,married,basic.9y,no,yes,no,cellular,nov,thu,1839,8,999,0,nonexistent,3.4,95.965,-49.8,6.066,4928.1
65,admin.,married,basic.9y,no,yes,no,cellular,nov,thu,629,7,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
54,admin.,divorced,university.degree,no,no,no,cellular,may,fri,219,8,999,0,success,0.19999999999999996,94.393,-54.2,2.45,4799.1
61,admin.,married,professional.course,no,no,no,cellular,jun,tue,255,7,999,0,nonexistent,3.4,95.965,-49.8,6.1610000000000005,4928.1
49,admin.,married,university.degree,unknown,yes,no,cellular,nov,mon,737,6,999,0,success,3.4,94.944,-44.1,6.165,4928.1
55,admin.,married,high.school,unknown,yes,no,cellular,nov,fri,151,14,999,0,success,3.4,95.965,-49.8,6.159,4928.1
56,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,fri,451,8,999,0,nonexistent,0.19999999999999996,94.575,-55.1,2.605,4799.1
68,retired,married,basic.9y,no,no,no,cellular,nov,wed,359,8,999,0,success,0.19999999999999996,94.393,-54.2,2.481,4799.1
50,admin.,married,university.degree,no,yes,no,cellular,nov,wed,660,5,999,0,success,-1.4,93.931,-34.9,1.924,4717.5
53,blue-collar,married,basic.4y,no,unknown,unknown,cellular,nov,thu,374,5,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.466,4799.1
75,admin.,married,basic.4y,no,yes,no,cellular,jun,tue,1380,7,999,1,success,0.30000000000000004,95.555,-47.8,1.923,4691.6
71,self-employed,married,basic.9y,no,yes,no,cellular,nov,wed,194,11,999,0,nonexistent,3.4,94.944,-44.1,6.164000000000001,4928.1
48,blue-collar,single,basic.9y,no,yes,no,cellular,nov,fri,507,5,999,0,success,3.1,95.494,-44.4,6.055000000000001,4891.0
54,admin.,married,basic.9y,no,yes,no,cellular,nov,fri,406,5,999,0,success,3.1,95.494,-44.4,6.064,4891.0
43,admin.,single,basic.9y,no,yes,no,cellular,nov,wed,1065,5,999,0,nonexistent,3.4,95.965,-49.8,6.064,4928.1
62,admin.,married,unknown,no,yes,no,cellular,nov,mon,300,5,999,0,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
53,admin.,divorced,professional.course,no,yes,no,cellular,nov,fri,502,12,999,0,nonexistent,3.4,95.965,-49.8,6.159,4928.1
50,admin.,divorced,basic.4y,no,yes,yes,cellular,nov,wed,899,7,999,0,success,3.1,95.494,-44.4,6.057,4891.0
51,admin.,married,unknown,no,yes,no,cellular,may,thu,165,5,999,0,success,0.19999999999999996,94.393,-54.2,2.527,4799.1
51,admin.,married,university.degree,no,yes,no,cellular,nov,wed,298,6,999,0,success,3.4,95.418,-50.7,6.162,4928.1
70,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,701,8,999,0,success,3.1,95.494,-44.4,6.059,4891.0
58,technician,married,professional.course,no,no,no,cellular,apr,thu,595,5,999,0,nonexistent,0.19999999999999996,94.575,-55.1,2.635,4799.1
67,admin.,married,university.degree,no,no,no,cellular,nov,thu,782,11,999,0,nonexistent,3.4,95.418,-50.7,6.168,4928.1
49,admin.,married,basic.6y,no,yes,no,cellular,nov,mon,133,9,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
64,technician,divorced,basic.9y,no,no,no,cellular,nov,wed,525,9,999,0,nonexistent,1.9,94.7,-50.0,5.32,4895.8
48,admin.,married,university.degree,no,yes,no,cellular,nov,thu,221,7,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
68,technician,married,high.school,no,yes,no,cellular,nov,tue,1090,6,999,0,nonexistent,0.19999999999999996,94.869,-42.8,1.855,4708.7
40,admin.,single,unknown,no,yes,no,cellular,nov,tue,1049,5,13,2,success,0.30000000000000004,95.555,-47.8,1.902,4691.6
66,admin.,divorced,high.school,no,no,no,cellular,nov,tue,419,8,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
48,admin.,married,university.degree,no,yes,no,cellular,nov,tue,214,5,999,0,success,1.9,94.7,-50.0,5.353,4895.8
74,admin.,divorced,basic.4y,no,yes,no,cellular,nov,fri,363,6,999,0,success,3.4,95.965,-49.8,6.147,4928.1
57,admin.,divorced,professional.course,no,yes,no,cellular,nov,mon,854,5,999,0,nonexistent,3.4,94.944,-44.1,6.17,4928.1
55,admin.,married,high.school,unknown,yes,no,cellular,may,fri,269,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
56,admin.,married,university.degree,no,no,no,cellular,nov,tue,953,5,999,0,nonexistent,0.19999999999999996,94.575,-55.1,2.653,4799.1
51,admin.,married,professional.course,no,yes,no,cellular,nov,thu,565,5,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
51,admin.,single,university.degree,no,no,no,telephone,nov,thu,1546,7,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
62,admin.,divorced,university.degree,unknown,no,no,cellular,nov,wed,354,6,999,0,success,0.19999999999999996,94.393,-54.2,2.481,4799.1
71,admin.,married,unknown,unknown,yes,no,telephone,nov,tue,1389,5,999,0,success,3.1,95.494,-44.4,6.056,4891.0
46,admin.,married,basic.9y,unknown,no,no,telephone,nov,thu,431,5,999,0,nonexistent,3.1,95.494,-44.4,6.0600000000000005,4891.0
49,admin.,married,basic.6y,no,no,no,cellular,nov,fri,548,7,999,0,success,3.4,95.965,-49.8,6.159,4928.1
59,blue-collar,married,basic.6y,unknown,no,no,cellular,nov,thu,685,5,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
68,admin.,married,basic.9y,no,yes,no,cellular,nov,tue,404,5,999,0,success,3.4,94.944,-44.1,6.166,4928.1
54,admin.,married,professional.course,no,no,no,cellular,aug,mon,259,5,999,0,nonexistent,3.4,94.944,-44.1,6.165,4928.1
61,admin.,married,basic.4y,unknown,yes,no,cellular,nov,wed,784,6,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.481,4799.1
46,admin.,married,university.degree,no,no,no,cellular,nov,fri,649,7,999,0,nonexistent,3.1,95.494,-44.4,6.064,4891.0
44,admin.,married,basic.9y,no,no,no,cellular,may,thu,284,5,999,0,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
56,admin.,married,basic.6y,unknown,yes,no,cellular,nov,mon,142,12,999,1,failure,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
42,admin.,single,basic.9y,no,no,yes,cellular,nov,wed,723,6,999,0,success,0.19999999999999996,94.575,-55.1,2.645,4799.1
62,admin.,married,professional.course,no,no,no,telephone,nov,thu,574,5,999,0,nonexistent,3.4,95.965,-49.8,6.1610000000000005,4928.1
52,admin.,single,university.degree,no,no,no,cellular,nov,fri,232,5,999,0,success,3.4,94.944,-44.1,6.166,4928.1
63,admin.,divorced,professional.course,no,yes,no,cellular,nov,tue,768,8,999,0,success,3.4,95.418,-50.7,6.162,4928.1
51,admin.,married,university.degree,no,no,no,cellular,nov,tue,212,6,999,0,success,1.9,94.7,-50.0,5.353,4895.8
40,admin.,married,basic.9y,no,no,no,cellular,nov,thu,707,9,999,0,success,3.4,95.418,-50.7,6.163,4928.1
62,admin.,married,basic.9y,no,yes,no,cellular,nov,fri,136,11,999,0,success,3.4,95.965,-49.8,6.159,4928.1
53,admin.,single,high.school,no,yes,no,cellular,nov,wed,1123,5,999,0,success,0.19999999999999996,94.869,-42.8,1.855,4708.7
78,admin.,married,basic.4y,no,yes,no,cellular,nov,wed,658,5,3,1,success,-1.4,93.879,-37.8,1.9489999999999998,4717.5
56,admin.,married,unknown,no,yes,no,cellular,aug,mon,534,5,999,0,nonexistent,3.4,94.944,-44.1,6.17,4928.1
51,admin.,single,university.degree,no,yes,no,cellular,sep,fri,730,5,999,1,success,-1.4,93.879,-37.8,1.9729999999999999,4717.5
46,admin.,married,university.degree,no,no,no,cellular,nov,tue,284,5,999,0,success,3.4,94.944,-44.1,6.163,4928.1
47,admin.,married,professional.course,no,no,no,cellular,nov,wed,1011,6,999,0,success,3.4,95.418,-50.7,6.163,4928.1
40,admin.,married,high.school,no,yes,no,telephone,nov,wed,595,6,999,0,success,3.4,95.965,-49.8,6.064,4928.1
58,admin.,married,university.degree,unknown,no,no,cellular,nov,tue,302,5,999,0,success,3.4,94.944,-44.1,6.166,4928.1
79,management,divorced,university.degree,no,no,yes,cellular,nov,thu,878,5,999,1,success,-1.0,94.213,-41.0,1.92,4723.5
35,admin.,single,high.school,no,no,no,cellular,nov,thu,745,6,999,0,success,-0.8999999999999999,93.701,-39.4,2.073,4776.2
73,admin.,married,unknown,unknown,yes,no,cellular,nov,tue,710,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
44,admin.,single,university.degree,no,no,no,cellular,nov,mon,462,6,999,0,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
68,admin.,married,basic.4y,no,yes,no,cellular,nov,wed,314,6,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
61,retired,married,university.degree,no,no,no,cellular,may,thu,721,6,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
46,admin.,single,university.degree,no,no,yes,cellular,nov,thu,1103,7,999,0,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
65,admin.,married,university.degree,no,no,no,cellular,nov,fri,298,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
69,admin.,married,basic.6y,no,yes,no,cellular,nov,mon,217,5,999,0,success,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
45,admin.,married,university.degree,no,no,no,cellular,nov,mon,417,8,999,0,success,3.1,95.494,-44.4,6.057,4891.0
59,admin.,married,high.school,no,yes,no,cellular,nov,fri,521,6,999,0,nonexistent,3.1,95.494,-44.4,6.064,4891.0
43,admin.,single,professional.course,no,no,no,cellular,nov,fri,476,5,3,1,success,0.19999999999999996,94.393,-54.2,2.4589999999999996,4799.1
67,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1537,7,3,3,success,0.19999999999999996,95.376,-48.0,1.884,4708.7
54,admin.,married,basic.6y,no,yes,no,cellular,nov,fri,192,5,999,0,nonexistent,3.4,95.418,-50.7,6.162,4928.1
72,admin.,married,professional.course,no,yes,no,cellular,nov,tue,885,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
44,admin.,single,university.degree,no,yes,no,cellular,may,wed,359,5,999,0,success,0.19999999999999996,94.393,-54.2,2.534,4799.1
40,admin.,single,university.degree,no,yes,no,cellular,nov,tue,287,6,999,0,success,-0.8999999999999999,94.463,-48.8,2.4619999999999997,4776.2
51,admin.,married,high.school,no,no,no,cellular,nov,mon,314,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
81,admin.,married,high.school,no,no,no,cellular,nov,tue,1232,5,999,0,success,0.19999999999999996,94.869,-42.8,1.846,4708.7
48,admin.,married,high.school,no,yes,no,cellular,nov,wed,361,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
47,admin.,married,university.degree,no,yes,no,cellular,nov,mon,392,5,999,0,nonexistent,3.4,94.944,-44.1,6.17,4928.1
49,admin.,single,university.degree,unknown,no,no,cellular,nov,wed,385,5,999,0,success,3.4,94.944,-44.1,6.167,4928.1
49,admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,703,6,999,0,success,3.4,94.944,-44.1,6.165,4928.1
49,admin.,married,high.school,no,yes,no,telephone,may,tue,1301,5,999,0,nonexistent,3.1,95.494,-44.4,6.056,4891.0
72,admin.,married,basic.4y,unknown,no,no,cellular,nov,fri,181,10,999,0,success,3.4,94.944,-44.1,6.164000000000001,4928.1
71,admin.,married,university.degree,no,yes,yes,cellular,nov,mon,307,6,999,0,success,0.19999999999999996,94.343,-58.0,2.8289999999999997,4799.1
48,admin.,single,university.degree,no,yes,no,cellular,nov,tue,329,5,999,0,nonexistent,3.4,94.944,-44.1,6.163,4928.1
52,admin.,married,university.degree,no,no,no,cellular,nov,mon,359,8,999,0,success,0.30000000000000004,95.555,-47.8,1.954,4691.6
75,admin.,divorced,high.school,no,no,no,cellular,nov,fri,174,6,999,0,success,3.4,95.418,-50.7,6.157,4928.1
77,admin.,married,high.school,no,no,no,cellular,nov,mon,413,6,999,0,success,0.19999999999999996,94.343,-58.0,2.7199999999999998,4799.1
47,admin.,married,professional.course,no,no,yes,cellular,nov,tue,392,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
56,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,464,5,999,0,nonexistent,3.4,94.944,-44.1,6.166,4928.1
46,services,married,high.school,no,no,yes,cellular,nov,tue,631,7,999,1,success,0.19999999999999996,94.393,-54.2,2.544,4799.1
45,admin.,single,university.degree,no,no,no,cellular,jun,thu,701,5,999,0,nonexistent,-0.8999999999999999,94.463,-48.8,2.46,4776.2
57,admin.,married,high.school,no,yes,no,cellular,nov,wed,1490,5,999,0,success,3.4,95.418,-50.7,6.162,4928.1
43,entrepreneur,married,university.degree,no,no,no,cellular,nov,wed,296,5,999,0,nonexistent,3.4,95.418,-50.7,6.162,4928.1
56,admin.,married,basic.4y,unknown,yes,no,cellular,nov,fri,381,5,999,1,success,0.19999999999999996,94.575,-55.1,2.605,4799.1
52,admin.,married,high.school,unknown,yes,yes,cellular,nov,tue,473,5,999,0,nonexistent,3.1,95.494,-44.4,6.056,4891.0
51,admin.,married,basic.9y,no,yes,no,telephone,may,mon,255,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
45,admin.,single,basic.9y,no,no,yes,cellular,may,mon,460,5,999,0,nonexistent,0.19999999999999996,94.393,-54.2,2.4989999999999997,4799.1
59,admin.,married,professional.course,unknown,yes,no,cellular,aug,mon,385,5,999,0,nonexistent,3.4,94.944,-44.1,6.165,4928.1
75,admin.,married,basic.4y,no,no,no,cellular,nov,thu,1249,6,6,1,success,-1.4,94.149,-38.1,1.914,4717.5
55,management,married,university.degree,unknown,yes,no,cellular,nov,mon,764,6,999,0,success,3.1,95.494,-44.4,6.057,4891.0
40,student,single,unknown,unknown,no,no,cellular,nov,fri,566,5,999,0,success,-0.8999999999999999,93.701,-39.4,2.025,4776.2
70,admin.,married,professional.course,no,yes,no,cellular,nov,tue,448,5,999,0,success,-1.4,93.931,-34.9,1.942,4717.5
48,admin.,single,university.degree,no,yes,no,cellular,nov,thu,322,6,999,1,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
45,admin.,married,university.degree,no,yes,no,cellular,nov,thu,264,7,999,0,success,0.19999999999999996,94.575,-55.1,2.683,4799.1
48,admin.,married,high.school,no,no,no,cellular,nov,wed,1664,5,999,0,nonexistent,3.1,95.494,-44.4,6.059,4891.0
60,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,275,5,999,0,nonexistent,1.9,94.7,-50.0,5.391,4895.8
52,admin.,single,university.degree,unknown,yes,no,cellular,nov,tue,259,6,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
52,admin.,married,professional.course,no,no,no,telephone,nov,thu,140,11,999,0,success,3.4,95.965,-49.8,6.1610000000000005,4928.1
54,admin.,married,basic.4y,no,yes,no,telephone,may,tue,529,7,999,0,success,3.1,95.494,-44.4,6.057,4891.0
45,admin.,married,high.school,no,no,no,cellular,nov,mon,910,5,999,0,success,-0.8999999999999999,94.463,-48.8,2.46,4776.2
64,admin.,single,university.degree,no,no,yes,cellular,nov,mon,721,7,999,0,nonexistent,-1.0,94.213,-41.0,1.9169999999999998,4723.5
58,admin.,divorced,unknown,unknown,yes,no,cellular,jul,tue,370,7,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
38,admin.,single,professional.course,no,no,yes,cellular,apr,tue,880,8,999,0,success,0.19999999999999996,94.575,-55.1,2.623,4799.1
64,admin.,married,professional.course,no,yes,no,cellular,nov,wed,656,6,999,0,success,1.9,94.7,-50.0,5.32,4895.8
46,admin.,married,high.school,no,yes,no,cellular,nov,thu,746,5,999,0,success,0.19999999999999996,94.393,-54.2,2.466,4799.1
54,admin.,married,university.degree,no,yes,no,cellular,nov,thu,422,6,999,0,nonexistent,3.1,95.494,-44.4,6.055000000000001,4891.0
65,admin.,married,university.degree,no,yes,no,cellular,nov,fri,291,11,999,1,success,-0.8999999999999999,94.463,-48.8,2.468,4776.2
71,admin.,married,basic.9y,no,no,no,cellular,nov,thu,275,5,999,0,success,1.9,94.7,-50.0,5.276,4895.8
73,admin.,married,university.degree,unknown,no,no,cellular,nov,thu,489,6,999,0,success,3.1,95.494,-44.4,6.0600000000000005,4891.0
83,admin.,married,basic.4y,no,yes,no,cellular,nov,fri,439,5,999,0,success,0.19999999999999996,95.249,-42.6,1.8439999999999999,4708.7
54,admin.,married,university.degree,no,yes,yes,telephone,nov,tue,550,5,999,0,success,3.1,95.494,-44.4,6.057,4891.0
57,admin.,married,basic.6y,no,no,yes,cellular,nov,tue,896,5,999,0,success,0.19999999999999996,94.393,-54.2,2.4909999999999997,4799.1
46,admin.,married,basic.9y,no,yes,yes,cellular,nov,wed,331,5,999,0,success,1.9,94.7,-50.0,5.32,4895.8
61,admin.,divorced,university.degree,no,no,no,cellular,nov,mon,797,5,999,0,success,1.9,95.298,-48.4,6.112,4895.8
56,admin.,married,basic.4y,unknown,no,no,cellular,nov,tue,278,8,999,0,nonexistent,3.4,95.965,-49.8,6.064,4928.1
65,admin.,married,basic.4y,no,unknown,unknown,cellular,nov,wed,545,5,999,0,nonexistent,3.4,95.418,-50.7,6.157,4928.1
61,admin.,married,high.school,no,yes,yes,cellular,nov,wed,2741,7,999,0,success,3.4,94.944,-44.1,6.167,4928.1
63,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,413,10,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
48,admin.,married,basic.9y,unknown,no,no,cellular,jul,wed,512,7,999,0,nonexistent,3.4,95.418,-50.7,6.163,4928.1
51,admin.,single,high.school,no,no,no,cellular,nov,tue,460,5,999,0,success,0.19999999999999996,94.393,-54.2,2.544,4799.1
56,admin.,married,basic.4y,unknown,yes,no,cellular,nov,thu,271,7,999,0,nonexistent,3.4,95.965,-49.8,6.1610000000000005,4928.1
53,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,305,6,999,1,success,1.9,94.7,-50.0,5.276,4895.8
52,admin.,single,high.school,no,yes,no,cellular,jul,tue,541,9,999,0,success,3.4,95.418,-50.7,6.1610000000000005,4928.1
